num	gene	desc	n	mindist	nmuts0	nmuts3	nmuts12	npairs0	npairs3	npairs12
5075	NCOA5	nuclear receptor coactivator 5	3	42	0	0	0	0	0	0
5255	NPHP1	nephronophthisis 1 (juvenile)	4	42	0	0	0	0	0	0
5258	NPHS1	nephrosis 1, congenital, Finnish type (nephrin)	2	42	0	0	0	0	0	0
6168	PPP1R3A	protein phosphatase 1, regulatory (inhibitor) subunit 3A	4	42	0	0	0	0	0	0
6204	PRB4	proline-rich protein BstNI subfamily 4	2	42	0	0	0	0	0	0
6447	RAB11FIP3	RAB11 family interacting protein 3 (class II)	3	42	0	0	0	0	0	0
7069	SFRS12	splicing factor, arginine/serine-rich 12	3	42	0	0	0	0	0	0
7201	SLC17A4	solute carrier family 17 (sodium phosphate), member 4	2	42	0	0	0	0	0	0
8121	TMPRSS6	transmembrane protease, serine 6	4	42	0	0	0	0	0	0
8864	ZFYVE28	zinc finger, FYVE domain containing 28	2	42	0	0	0	0	0	0
79	ACACA	acetyl-Coenzyme A carboxylase alpha	7	43	0	0	0	0	0	0
870	C10orf35	chromosome 10 open reading frame 35	2	43	0	0	0	0	0	0
1072	C21orf45	chromosome 21 open reading frame 45	2	43	0	0	0	0	0	0
1412	CCNJL	cyclin J-like	3	43	0	0	0	0	0	0
1670	CKAP2L	cytoskeleton associated protein 2-like	3	43	0	0	0	0	0	0
1726	CLSPN	claspin homolog (Xenopus laevis)	5	43	0	0	0	0	0	0
1916	CRYBG3	beta-gamma crystallin domain containing 3	3	43	0	0	0	0	0	0
2557	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	3	43	0	0	0	0	0	0
3801	ITGA6	integrin, alpha 6	2	43	0	0	0	0	0	0
3896	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	8	43	0	0	0	0	0	0
4388	LRRC33	leucine rich repeat containing 33	2	43	0	0	0	0	0	0
4986	MYO5B	myosin VB	3	43	0	0	0	0	0	0
5210	NMT2	N-myristoyltransferase 2	4	43	0	0	0	0	0	0
5211	NMUR2	neuromedin U receptor 2	2	43	0	0	0	0	0	0
5863	PHF14	PHD finger protein 14	2	43	0	0	0	0	0	0
5871	PHF3	PHD finger protein 3	6	43	0	0	0	0	0	0
6389	PTPRC	protein tyrosine phosphatase, receptor type, C	4	43	0	0	0	0	0	0
8634	WDFY1	WD repeat and FYVE domain containing 1	3	43	0	0	0	0	0	0
9133	ZNF765	zinc finger protein 765	3	43	0	0	0	0	0	0
540	ARID1A	AT rich interactive domain 1A (SWI-like)	6	44	0	0	0	0	0	0
1057	C20orf132	chromosome 20 open reading frame 132	2	44	0	0	0	0	0	0
1215	CABIN1	calcineurin binding protein 1	4	44	0	0	0	0	0	0
1540	CDX1	caudal type homeobox 1	2	44	0	0	0	0	0	0
1862	CPEB1	cytoplasmic polyadenylation element binding protein 1	4	44	0	0	0	0	0	0
2902	FKTN	fukutin	2	44	0	0	0	0	0	0
3886	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	3	44	0	0	0	0	0	0
5459	OR4C6	olfactory receptor, family 4, subfamily C, member 6	3	44	0	0	0	0	0	0
5470	OR4K5	olfactory receptor, family 4, subfamily K, member 5	2	44	0	0	0	0	0	0
6399	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	4	44	0	0	0	0	0	0
6844	RTN4IP1	reticulon 4 interacting protein 1	3	44	0	0	0	0	0	0
6993	SEMA3E	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	3	44	0	0	0	0	0	0
7049	SETD4	SET domain containing 4	2	44	0	0	0	0	0	0
7133	SI	sucrase-isomaltase (alpha-glucosidase)	8	44	0	0	0	0	0	0
8234	TRIM22	tripartite motif-containing 22	2	44	0	0	0	0	0	0
8689	WIPF2	WAS/WASL interacting protein family, member 2	2	44	0	0	0	0	0	0
9073	ZNF608	zinc finger protein 608	4	44	0	0	0	0	0	0
9076	ZNF611	zinc finger protein 611	4	44	0	0	0	0	0	0
328	ALOXE3	arachidonate lipoxygenase 3	3	45	0	0	0	0	0	0
2792	FASTKD1	FAST kinase domains 1	4	45	0	0	0	0	0	0
3863	KALRN	kalirin, RhoGEF kinase	4	45	0	0	0	0	0	0
4742	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	2	45	0	0	0	0	0	0
4773	MOB2	MOB kinase activator 2	2	45	0	0	0	0	0	0
5458	OR4C3	olfactory receptor, family 4, subfamily C, member 3	2	45	0	0	0	0	0	0
6206	PRCC	papillary renal cell carcinoma (translocation-associated)	2	45	0	0	0	0	0	0
6430	PZP	pregnancy-zone protein	5	45	0	0	0	0	0	0
6915	SCARB2	scavenger receptor class B, member 2	3	45	0	0	0	0	0	0
7222	SLC22A25	solute carrier family 22, member 25	2	45	0	0	0	0	0	0
7897	TELO2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	2	45	0	0	0	0	0	0
7983	TJP2	tight junction protein 2 (zona occludens 2)	2	45	0	0	0	0	0	0
8303	TSHZ3	teashirt zinc finger homeobox 3	3	45	0	0	0	0	0	0
691	AVL9	AVL9 homolog (S. cerevisiase)	2	46	0	0	0	0	0	0
1824	COL7A1	collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive)	4	46	0	0	0	0	0	0
2217	DIP2A	DIP2 disco-interacting protein 2 homolog A (Drosophila)	3	46	0	0	0	0	0	0
2861	FGA	fibrinogen alpha chain	2	46	0	0	0	0	0	0
2979	FRY	furry homolog (Drosophila)	7	46	0	0	0	0	0	0
3799	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	2	46	0	0	0	0	0	0
4230	LCLAT1	lysocardiolipin acyltransferase 1	2	46	0	0	0	0	0	0
4252	LETMD1	LETM1 domain containing 1	3	46	0	0	0	0	0	0
5226	NOM1	nucleolar protein with MIF4G domain 1	3	46	0	0	0	0	0	0
5613	PADI6	peptidyl arginine deiminase, type VI	3	46	0	0	0	0	0	0
7002	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	3	46	0	0	0	0	0	0
7617	SSPO	SCO-spondin homolog (Bos taurus)	7	46	0	0	0	0	0	0
7860	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	2	46	0	0	0	0	0	0
7880	TDRD10	tudor domain containing 10	2	46	0	0	0	0	0	0
8437	UBR2	ubiquitin protein ligase E3 component n-recognin 2	5	46	0	0	0	0	0	0
8758	YTHDC1	YTH domain containing 1	4	46	0	0	0	0	0	0
325	ALMS1	Alstrom syndrome 1	5	47	0	0	0	0	0	0
927	C13orf34	chromosome 13 open reading frame 34	3	47	0	0	0	0	0	0
2631	EYA2	eyes absent homolog 2 (Drosophila)	2	47	0	0	0	0	0	0
3156	GLCE	glucuronic acid epimerase	2	47	0	0	0	0	0	0
3216	GON4L	gon-4-like (C. elegans)	5	47	0	0	0	0	0	0
4855	MSH6	mutS homolog 6 (E. coli)	3	47	0	0	0	0	0	0
5885	PHTF2	putative homeodomain transcription factor 2	2	47	0	0	0	0	0	0
6324	PSG7	pregnancy specific beta-1-glycoprotein 7	2	47	0	0	0	0	0	0
6749	RP1	retinitis pigmentosa 1 (autosomal dominant)	6	47	0	0	0	0	0	0
7847	TBX4	T-box 4	2	47	0	0	0	0	0	0
8793	ZC3H12A	zinc finger CCCH-type containing 12A	2	47	0	0	0	0	0	0
9101	ZNF677	zinc finger protein 677	2	47	0	0	0	0	0	0
180	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)	4	48	0	0	0	0	0	0
948	C15orf26	chromosome 15 open reading frame 26	4	48	0	0	0	0	0	0
1116	C3orf63	chromosome 3 open reading frame 63	4	48	0	0	0	0	0	0
1337	CCDC132	coiled-coil domain containing 132	5	48	0	0	0	0	0	0
1469	CDC16	cell division cycle 16 homolog (S. cerevisiae)	2	48	0	0	0	0	0	0
2037	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1	2	48	0	0	0	0	0	0
2805	FBN3	fibrillin 3	5	48	0	0	0	0	0	0
6041	PM20D2	peptidase M20 domain containing 2	3	48	0	0	0	0	0	0
6171	PPP1R9A	protein phosphatase 1, regulatory (inhibitor) subunit 9A	2	48	0	0	0	0	0	0
6572	RBM44	RNA binding motif protein 44	3	48	0	0	0	0	0	0
6806	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	4	48	0	0	0	0	0	0
7093	SGK494		2	48	0	0	0	0	0	0
456	AP4E1	adaptor-related protein complex 4, epsilon 1 subunit	3	49	0	0	0	0	0	0
808	BOC	Boc homolog (mouse)	3	49	0	0	0	0	0	0
1511	CDH7	cadherin 7, type 2	4	49	0	0	0	0	0	0
1735	CLVS1	clavesin 1	3	49	0	0	0	0	0	0
2089	DCAF7	DDB1 and CUL4 associated factor 7	2	49	0	0	0	0	0	0
2514	EML5	echinoderm microtubule associated protein like 5	4	49	0	0	0	0	0	0
4502	MAML3	mastermind-like 3 (Drosophila)	3	49	0	0	0	0	0	0
5883	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	4	49	0	0	0	0	0	0
6549	RBBP5	retinoblastoma binding protein 5	3	49	0	0	0	0	0	0
6674	RIMBP2	RIMS binding protein 2	5	49	0	0	0	0	0	0
7363	SLC7A9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9	2	49	0	0	0	0	0	0
8537	USP47	ubiquitin specific peptidase 47	2	49	0	0	0	0	0	0
8740	XRN1	5'-3' exoribonuclease 1	5	49	0	0	0	0	0	0
109	ACRC	acidic repeat containing	4	50	0	0	0	0	0	0
590	ASNSD1	asparagine synthetase domain containing 1	2	50	0	0	0	0	0	0
1768	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	2	50	0	0	0	0	0	0
1881	CPXM1	carboxypeptidase X (M14 family), member 1	4	50	0	0	0	0	0	0
2535	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	3	50	0	0	0	0	0	0
2800	FBLN1	fibulin 1	3	50	0	0	0	0	0	0
3851	JMJD6	jumonji domain containing 6	3	50	0	0	0	0	0	0
4574	MAST4	microtubule associated serine/threonine kinase family member 4	6	50	0	0	0	0	0	0
4934	MYBL2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	2	50	0	0	0	0	0	0
5646	PAPPA2	pappalysin 2	4	50	0	0	0	0	0	0
5724	PCDHGA1	protocadherin gamma subfamily A, 1	4	50	0	0	0	0	0	0
5923	PIK3R4	phosphoinositide-3-kinase, regulatory subunit 4	6	50	0	0	0	0	0	0
6089	POLQ	polymerase (DNA directed), theta	6	50	0	0	0	0	0	0
6542	RASSF6	Ras association (RalGDS/AF-6) domain family member 6	2	50	0	0	0	0	0	0
7471	SNX33	sorting nexin 33	2	50	0	0	0	0	0	0
7841	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	3	50	0	0	0	0	0	0
8868	ZHX1	zinc fingers and homeoboxes 1	5	50	0	0	0	0	0	0
516	ARHGAP28	Rho GTPase activating protein 28	3	51	0	0	0	0	0	0
649	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	2	51	0	0	0	0	0	0
1307	CBARA1	calcium binding atopy-related autoantigen 1	3	51	0	0	0	0	0	0
1405	CCNB3	cyclin B3	4	51	0	0	0	0	0	0
3237	GPNMB	glycoprotein (transmembrane) nmb	2	51	0	0	0	0	0	0
3260	GPR158	G protein-coupled receptor 158	2	51	0	0	0	0	0	0
4096	KLHL24	kelch-like 24 (Drosophila)	2	51	0	0	0	0	0	0
4214	LARGE	like-glycosyltransferase	3	51	0	0	0	0	0	0
4358	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	2	51	0	0	0	0	0	0
4507	MAN2C1	mannosidase, alpha, class 2C, member 1	5	51	0	0	0	0	0	0
4540	MAP7D2	MAP7 domain containing 2	2	51	0	0	0	0	0	0
5674	PAX4	paired box 4	2	51	0	0	0	0	0	0
6350	PTCD3	Pentatricopeptide repeat domain 3	3	51	0	0	0	0	0	0
6914	SCAPER	S phase cyclin A-associated protein in the ER	4	51	0	0	0	0	0	0
7124	SHKBP1	SH3KBP1 binding protein 1	3	51	0	0	0	0	0	0
7957	THRAP3	thyroid hormone receptor associated protein 3	2	51	0	0	0	0	0	0
7992	TLK1	tousled-like kinase 1	2	51	0	0	0	0	0	0
8335	TTC32	tetratricopeptide repeat domain 32	2	51	0	0	0	0	0	0
8387	TXNRD1	thioredoxin reductase 1	3	51	0	0	0	0	0	0
8570	VAV3	vav 3 guanine nucleotide exchange factor	2	51	0	0	0	0	0	0
25	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12	7	52	0	0	0	0	0	0
47	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	3	52	0	0	0	0	0	0
768	BCORL1	BCL6 co-repressor-like 1	5	52	0	0	0	0	0	0
1312	CBLN1	cerebellin 1 precursor	2	52	0	0	0	0	0	0
1384	CCDC82	coiled-coil domain containing 82	4	52	0	0	0	0	0	0
1699	CLEC2L	C-type lectin domain family 2, member L	2	52	0	0	0	0	0	0
1799	COL15A1	collagen, type XV, alpha 1	5	52	0	0	0	0	0	0
2032	CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13	3	52	0	0	0	0	0	0
2619	EXOC6B	exocyst complex component 6B	3	52	0	0	0	0	0	0
2756	FAM75A6	family with sequence similarity 75, member A6	3	52	0	0	0	0	0	0
3177	GLUD1	glutamate dehydrogenase 1	2	52	0	0	0	0	0	0
3883	KCNC1	potassium voltage-gated channel, Shaw-related subfamily, member 1	2	52	0	0	0	0	0	0
3894	KCNH5	potassium voltage-gated channel, subfamily H (eag-related), member 5	3	52	0	0	0	0	0	0
4434	LST-3TM12		2	52	0	0	0	0	0	0
4561	MARCH10	membrane-associated ring finger (C3HC4) 10	3	52	0	0	0	0	0	0
4615	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	3	52	0	0	0	0	0	0
5467	OR4K15	olfactory receptor, family 4, subfamily K, member 15	2	52	0	0	0	0	0	0
5867	PHF20	PHD finger protein 20	5	52	0	0	0	0	0	0
5983	PLCB4	phospholipase C, beta 4	3	52	0	0	0	0	0	0
6075	POLB	polymerase (DNA directed), beta	2	52	0	0	0	0	0	0
6453	RAB24	RAB24, member RAS oncogene family	2	52	0	0	0	0	0	0
7288	SLC35B2	solute carrier family 35, member B2	2	52	0	0	0	0	0	0
7294	SLC35F5	solute carrier family 35, member F5	3	52	0	0	0	0	0	0
7917	TFCP2	transcription factor CP2	2	52	0	0	0	0	0	0
7934	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)	3	52	0	0	0	0	0	0
8040	TMEM131	transmembrane protein 131	3	52	0	0	0	0	0	0
8696	WNK3	WNK lysine deficient protein kinase 3	2	52	0	0	0	0	0	0
624	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)	4	53	0	0	0	0	0	0
1256	CAMLG	calcium modulating ligand	2	53	0	0	0	0	0	0
1595	CFHR3	complement factor H-related 3	3	53	0	0	0	0	0	0
1683	CLCN6	chloride channel 6	2	53	0	0	0	0	0	0
1918	CRYGB	crystallin, gamma B	2	53	0	0	0	0	0	0
2363	DST	dystonin	9	53	0	0	0	0	0	0
3078	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	2	53	0	0	0	0	0	0
3514	HMCN1	hemicentin 1	14	53	0	0	0	0	0	0
3839	JAK1	Janus kinase 1 (a protein tyrosine kinase)	3	53	0	0	0	0	0	0
4761	MMP20	matrix metallopeptidase 20 (enamelysin)	4	53	0	0	0	0	0	0
5523	OR6C2	olfactory receptor, family 6, subfamily C, member 2	2	53	0	0	0	0	0	0
5636	PANK2	pantothenate kinase 2 (Hallervorden-Spatz syndrome)	2	53	0	0	0	0	0	0
6082	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	4	53	0	0	0	0	0	0
6202	PRB2	proline-rich protein BstNI subfamily 2	2	53	0	0	0	0	0	0
6530	RASAL1	RAS protein activator like 1 (GAP1 like)	2	53	0	0	0	0	0	0
6900	SATB2	SATB homeobox 2	3	53	0	0	0	0	0	0
7775	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	6	53	0	0	0	0	0	0
7935	TGM5	transglutaminase 5	5	53	0	0	0	0	0	0
8671	WDR77	WD repeat domain 77	2	53	0	0	0	0	0	0
8887	ZMYM2	zinc finger, MYM-type 2	7	53	0	0	0	0	0	0
8911	ZNF165	zinc finger protein 165	2	53	0	0	0	0	0	0
68	ABI2	abl interactor 2	2	54	0	0	0	0	0	0
482	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	2	54	0	0	0	0	0	0
736	BAT2	HLA-B associated transcript 2	5	54	0	0	0	0	0	0
1684	CLCN7	chloride channel 7	3	54	0	0	0	0	0	0
1903	CRISP1	cysteine-rich secretory protein 1	2	54	0	0	0	0	0	0
2185	DGKG	diacylglycerol kinase, gamma 90kDa	2	54	0	0	0	0	0	0
2432	EFCAB5	EF-hand calcium binding domain 5	2	54	0	0	0	0	0	0
2568	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	4	54	0	0	0	0	0	0
3522	HMHA1	histocompatibility (minor) HA-1	3	54	0	0	0	0	0	0
3984	KIAA0802	KIAA0802	3	54	0	0	0	0	0	0
4538	MAP7	microtubule-associated protein 7	3	54	0	0	0	0	0	0
5436	OR2L13	olfactory receptor, family 2, subfamily L, member 13	2	54	0	0	0	0	0	0
6100	POLR3G	polymerase (RNA) III (DNA directed) polypeptide G (32kD)	2	54	0	0	0	0	0	0
6170	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	2	54	0	0	0	0	0	0
6738	RNH1	ribonuclease/angiogenin inhibitor 1	2	54	0	0	0	0	0	0
6901	SAV1	salvador homolog 1 (Drosophila)	2	54	0	0	0	0	0	0
8298	TSGA10IP	testis specific, 10 interacting protein	3	54	0	0	0	0	0	0
9053	ZNF555	zinc finger protein 555	2	54	0	0	0	0	0	0
9102	ZNF679	zinc finger protein 679	3	54	0	0	0	0	0	0
1530	CDKL5	cyclin-dependent kinase-like 5	2	55	0	0	0	0	0	0
1968	CTNND1	catenin (cadherin-associated protein), delta 1	4	55	0	0	0	0	0	0
2206	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	2	55	0	0	0	0	0	0
2634	EZH2	enhancer of zeste homolog 2 (Drosophila)	3	55	0	0	0	0	0	0
3039	GALK2	galactokinase 2	2	55	0	0	0	0	0	0
4262	LHFPL1	lipoma HMGIC fusion partner-like 1	3	55	0	0	0	0	0	0
4281	LIMK1	LIM domain kinase 1	2	55	0	0	0	0	0	0
4292	LIPE	lipase, hormone-sensitive	4	55	0	0	0	0	0	0
4331	LONRF3	LON peptidase N-terminal domain and ring finger 3	3	55	0	0	0	0	0	0
4720	MITF	microphthalmia-associated transcription factor	2	55	0	0	0	0	0	0
5998	PLEKHA6	pleckstrin homology domain containing, family A member 6	2	55	0	0	0	0	0	0
6698	RNASE9	ribonuclease, RNase A family, 9 (non-active)	2	55	0	0	0	0	0	0
7719	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	4	55	0	0	0	0	0	0
8117	TMPRSS11D	transmembrane protease, serine 11D	3	55	0	0	0	0	0	0
8763	YY1AP1	YY1 associated protein 1	3	55	0	0	0	0	0	0
140	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	2	56	0	0	0	0	0	0
532	ARHGEF18	rho/rac guanine nucleotide exchange factor (GEF) 18	2	56	0	0	0	0	0	0
775	BEND2	BEN domain containing 2	3	56	0	0	0	0	0	0
1096	C2orf77		3	56	0	0	0	0	0	0
2244	DLL4	delta-like 4 (Drosophila)	2	56	0	0	0	0	0	0
3595	HSPH1	heat shock 105kDa/110kDa protein 1	3	56	0	0	0	0	0	0
4157	KRT75	keratin 75	2	56	0	0	0	0	0	0
5551	ORC1L	origin recognition complex, subunit 1-like (yeast)	2	56	0	0	0	0	0	0
5704	PCDHA5	protocadherin alpha 5	4	56	0	0	0	0	0	0
6145	PPIE	peptidylprolyl isomerase E (cyclophilin E)	2	56	0	0	0	0	0	0
7748	SYNRG	synergin, gamma	4	56	0	0	0	0	0	0
7771	TACR3	tachykinin receptor 3	3	56	0	0	0	0	0	0
7884	TDRD7	tudor domain containing 7	2	56	0	0	0	0	0	0
8215	TRAM1L1	translocation associated membrane protein 1-like 1	2	56	0	0	0	0	0	0
8568	VAV1	vav 1 guanine nucleotide exchange factor	2	56	0	0	0	0	0	0
293	ALAS1	aminolevulinate, delta-, synthase 1	2	57	0	0	0	0	0	0
418	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	5	57	0	0	0	0	0	0
445	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	2	57	0	0	0	0	0	0
819	BRD2	bromodomain containing 2	2	57	0	0	0	0	0	0
921	C13orf15	chromosome 13 open reading frame 15	2	57	0	0	0	0	0	0
2558	EPS8	epidermal growth factor receptor pathway substrate 8	3	57	0	0	0	0	0	0
3048	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	3	57	0	0	0	0	0	0
3947	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	5	57	0	0	0	0	0	0
4831	MRPL9	mitochondrial ribosomal protein L9	3	57	0	0	0	0	0	0
4976	MYO1A	myosin IA	3	57	0	0	0	0	0	0
5223	NOL6	nucleolar protein family 6 (RNA-associated)	4	57	0	0	0	0	0	0
5342	NUPL2	nucleoporin like 2	3	57	0	0	0	0	0	0
6371	PTPDC1	protein tyrosine phosphatase domain containing 1	4	57	0	0	0	0	0	0
7209	SLC19A3	solute carrier family 19, member 3	4	57	0	0	0	0	0	0
7828	TBC1D24	TBC1 domain family, member 24	3	57	0	0	0	0	0	0
8596	VPS13B	vacuolar protein sorting 13 homolog B (yeast)	8	57	0	0	0	0	0	0
8691	WIPI2	WD repeat domain, phosphoinositide interacting 2	2	57	0	0	0	0	0	0
8908	ZNF155	zinc finger protein 155	2	57	0	0	0	0	0	0
32	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	7	58	0	0	0	0	0	0
283	AKNAD1	AKNA domain containing 1	2	58	0	0	0	0	0	0
1786	CNTNAP5	contactin associated protein-like 5	3	58	0	0	0	0	0	0
2139	DDX4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	3	58	0	0	0	0	0	0
2327	DPP4	dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)	2	58	0	0	0	0	0	0
5438	OR2L8	olfactory receptor, family 2, subfamily L, member 8	4	58	0	0	0	0	0	0
5447	OR2W5	olfactory receptor, family 2, subfamily W, member 5	2	58	0	0	0	0	0	0
7568	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	2	58	0	0	0	0	0	0
8780	ZBTB38	zinc finger and BTB domain containing 38	3	58	0	0	0	0	0	0
2260	DNAH10	dynein, axonemal, heavy chain 10	8	59	0	0	0	0	0	0
2663	FAM120A	family with sequence similarity 120A	3	59	0	0	0	0	0	0
3923	KCNT2	potassium channel, subfamily T, member 2	2	59	0	0	0	0	0	0
4041	KIF14	kinesin family member 14	8	59	0	0	0	0	0	0
5700	PCDHA12	protocadherin alpha 12	4	59	0	0	0	0	0	0
5909	PIGR	polymeric immunoglobulin receptor	3	59	0	0	0	0	0	0
7658	STARD7	StAR-related lipid transfer (START) domain containing 7	2	59	0	0	0	0	0	0
8548	USP9X	ubiquitin specific peptidase 9, X-linked	6	59	0	0	0	0	0	0
1632	CHMP2B	chromatin modifying protein 2B	2	60	0	0	0	0	0	0
1747	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	3	60	0	0	0	0	0	0
2569	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	5	60	0	0	0	0	0	0
2791	FASN	fatty acid synthase	3	60	0	0	0	0	0	0
3022	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	2	60	0	0	0	0	0	0
4611	MCTP2	multiple C2 domains, transmembrane 2	2	60	0	0	0	0	0	0
5767	PDCD11	programmed cell death 11	2	60	0	0	0	0	0	0
7142	SIGLEC8	sialic acid binding Ig-like lectin 8	2	60	0	0	0	0	0	0
7982	TJP1	tight junction protein 1 (zona occludens 1)	4	60	0	0	0	0	0	0
8509	USHBP1	Usher syndrome 1C binding protein 1	3	60	0	0	0	0	0	0
353	AMICA1	adhesion molecule, interacts with CXADR antigen 1	3	61	0	0	0	0	0	0
1454	CD6	CD6 molecule	2	61	0	0	0	0	0	0
2803	FBN1	fibrillin 1	4	61	0	0	0	0	0	0
3063	GAS2	growth arrest-specific 2	3	61	0	0	0	0	0	0
3403	HAUS7	HAUS augmin-like complex, subunit 7	2	61	0	0	0	0	0	0
3405	HBB	hemoglobin, beta	2	61	0	0	0	0	0	0
4223	LATS1	LATS, large tumor suppressor, homolog 1 (Drosophila)	3	61	0	0	0	0	0	0
4690	MFSD6L	major facilitator superfamily domain containing 6-like	3	61	0	0	0	0	0	0
5528	OR6K2	olfactory receptor, family 6, subfamily K, member 2	3	61	0	0	0	0	0	0
5802	PDPN	podoplanin	2	61	0	0	0	0	0	0
6974	SEC24B	SEC24 related gene family, member B (S. cerevisiae)	2	61	0	0	0	0	0	0
7826	TBC1D15	TBC1 domain family, member 15	2	61	0	0	0	0	0	0
7939	THADA	thyroid adenoma associated	5	61	0	0	0	0	0	0
122	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	2	62	0	0	0	0	0	0
238	AGMAT	agmatine ureohydrolase (agmatinase)	2	62	0	0	0	0	0	0
501	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	2	62	0	0	0	0	0	0
512	ARHGAP20	Rho GTPase activating protein 20	3	62	0	0	0	0	0	0
701	B3GALT2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	2	62	0	0	0	0	0	0
3294	GPR98	G protein-coupled receptor 98	16	62	0	0	0	0	0	0
3925	KCNV2	potassium channel, subfamily V, member 2	4	62	0	0	0	0	0	0
5362	ODF2L	outer dense fiber of sperm tails 2-like	2	62	0	0	0	0	0	0
5750	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	2	62	0	0	0	0	0	0
7477	SOCS6	suppressor of cytokine signaling 6	2	62	0	0	0	0	0	0
7560	SPRED1	sprouty-related, EVH1 domain containing 1	4	62	0	0	0	0	0	0
7691	STRN3	striatin, calmodulin binding protein 3	4	62	0	0	0	0	0	0
8320	TTBK2	tau tubulin kinase 2	2	62	0	0	0	0	0	0
8810	ZCCHC5	zinc finger, CCHC domain containing 5	3	62	0	0	0	0	0	0
634	ATP11A	ATPase, class VI, type 11A	3	63	0	0	0	0	0	0
1377	CCDC73	coiled-coil domain containing 73	5	63	0	0	0	0	0	0
2023	CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 2	2	63	0	0	0	0	0	0
2128	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	3	63	0	0	0	0	0	0
3057	GAP43	growth associated protein 43	3	63	0	0	0	0	0	0
3240	GPR110	G protein-coupled receptor 110	5	63	0	0	0	0	0	0
4362	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	5	63	0	0	0	0	0	0
4398	LRRC42	leucine rich repeat containing 42	2	63	0	0	0	0	0	0
4485	MAGEC1	melanoma antigen family C, 1	6	63	0	0	0	0	0	0
7054	SETX	senataxin	5	63	0	0	0	0	0	0
